Crash Id,Date,Location,City,Aboard,Fatalities,Summary,Year
140,09/29/1982,"Luxembourg, Luxembourg",Luxembourg,77.0,7.0,"The aircraft swerved to the right after landing, sideswiped a water tower, crashed into a building and continued into a revine where it exploded and burned. Failure of the control mechanism on the No.1 engine reverser.",1982
141,11/17/1982, Taiwan, Taiwan,15.0,15.0,The helicopter crashed into the sea.,1982
142,11/29/1982,"Lubango, Angola",Lubango,15.0,15.0,Flew into a mountain while descending for a landing.,1982
143,11/29/1982,"Quetame, Colombia",Quetame,22.0,22.0,"Crashed into a mountain. Flying under VFR in IFR conditions, navigation error and lack of adequate training.",1982
144,12/07/1982," Pueblo, Colorado", Pueblo,2.0,2.0,The cargo plane flew into a hill while descending to land. The pilot may have had a physical imparement.,1982
145,12/09/1982,"La Serena, Chile",La Serena,46.0,46.0,"While on approach, the aircraft suddenly banked to the left and went into a steep descent and crashed.  Inadequate flight procedures by the pilot in command after experiencing a loss of power in the left engine.  Inadequate flight planning by the pilot-in-command in coordinating the adoption of measures and applying procedures to successfully remedy a stall condition caused by total loss of power in the left engine when the aircraft was flying at low altitude on final approach to land.",1982
146,12/09/1982," San Andres de Bocay, Nicaragua", San Andres de Bocay,88.0,84.0,The helicopter was shot down by Sandinistan rebels.,1982
147,12/23/1982,"Rostov-on-Don, Russia",Rostov-on-Don,16.0,16.0,"Inadequate and untimely actions of the crew in retracting  the flaps after takeoff, which resulted in severe loss of height and collision with obstacles. Overloaded,",1982
148,12/24/1982,"Guangzhou, China",Guangzhou,69.0,25.0,A passenger's cigarette caused a fire in the cabin which led to an oxygen tank exploding.,1982
149,01/09/1983,"Brainerd, Minnesota",Brainerd,33.0,1.0,"The plane landed 1,725 feet beyond the runway threshold, right wing down, veered to the right until the right propeller struck a 2 to 3 foot snow bank. The blade separated from the engine and penetrated the cabin. Proper alignment not attained by pilot in command. Terrain condition, snow bank. Lack of NOTAM. Improper snow removal.",1983
150,01/11/1983,"Detroit, Michigan",Detroit,3.0,3.0,"After taking off the cargo plane rolled to the right with wings vertical to the ground until it crashed into a field. The flight crew's failure to follow procedural checklist requirements and to detect and correct a mistrimmed stabilizer before the aircraft became uncontrollable. Contributing to the accident was the captain allowing the second officer, who was not qualified to act as a pilot, to occupy the seat of the first officer and to conduct the take-off.",1983
151,01/16/1983,"Ankara, Turkey",Ankara,67.0,47.0,"The flight originated in Tripoli and stopped in Istanbul before beginning a 40-minute flight to Ankara's Esenboga Airport. The aircraft crashed short of the runway in fog, snow and poor visibility. Windshear.",1983
152,02/13/1983,"Fayetteville, North Carolina",Fayetteville,6.0,6.0,An overheated APU led to a fire and loss of control of the aircraft.,1983
153,03/09/1983," Macae, Brazil", Macae,11.0,11.0,Crashed into the sea.,1983
154,03/10/1983," Shach Goan, Afghanistan", Shach Goan,19.0,19.0,"Pilot decided to climb and continue to fly VFR in deteriorating weather. The plane crashed in an area of rain, turbulence and thunderstorms. Continued VFR flight in poor weather and a physical impairment due to lack of oxygen when flying at high altitude.",1983
155,03/11/1983,Barquisimeto Venezuela,Barquisimeto Venezuela,50.0,23.0,"The aircraft landed past the runway threshold, experienced a hard landing in fog, slid off the runway and broke up. Improper in-flight decisions and inadequate supervision of the flight.",1983
156,03/30/1983,"Newark, New Jersey",Newark,2.0,2.0,"While attempting to land, the cargo plane came in too steep and fast, bounced on landing, crashed and burned. Loss of control following ground contact due to anunstabilized approach. Impairment of the flightcrew's judgment, decision making and flying abilities by a combination of physioIogical and psychological factors.",1983
157,04/07/1983,"Selawik, Alaska",Selawik,3.0,2.0,Lost control of the aircraft and crashed in a snow storm. Continued VFR flight in IFR conditions.,1983
158,04/16/1983," Khartoum, Sudan", Khartoum,9.0,8.0,The No.2 engine failed during climbout forcing a return to the airport. While on the  base leg the aircraft lost altitude and crashed. High Pressure fuel pump shaft broke due to pump seizure. The remaining engine could not produce enough power because the fuel datum trimmer wasn't reset in accordance with the flight manual.,1983
159,04/19/1983,"Leninakan, Russia",Leninakan,21.0,21.0,The crew deviated from course while descending to land. Navigational error. ATC procedural error in not identifying the planes position.,1983
160,04/19/1983," Toba, Japan", Toba,14.0,14.0,"Both aircraft, flying in tandem, crashed into the side of a mountain. A third aircraft brushed trees and managed to remain airborne.",1983
161,04/26/1983,"Iwakuni AB, Japan",Iwakuni AB,14.0,11.0,Crashed near an ammo depot.,1983
162,04/29/1983,"Guayaquil, Ecuador",Guayaquil,100.0,8.0,One of the aircraft's engines failed shortly after takeoff and the plane landed heavily on muddy ground and broke in three.,1983
163,04/30/1983,"Jacksonville, Florida",Jacksonville,15.0,15.0,"Crashed into St. John's River just shy of the Jacksonville Naval Air Station's main runway. Shortly after takeoff, one of the engines burst into flames and the crew was trying to make it back to the air station.",1983
164,05/05/1983," Ban Ta Khli, Thailand", Ban Ta Khli,30.0,30.0,The aircraft was preparing to land at Ban ta Khli Air Base when it was waved off because the runway was not clear. The plane plunged to earth 700 ft. past the runway. Engine failure was suspected.,1983
165,05/05/1983,"En route Miami, FL - Nassau, Bahamas",En route Miami,172.0,0.0,"Procedural error by maintenance crew caused O-ring seal to be left off all three engines, causing all oil to leak out in flight. One engine shut down at first sign of trouble, followed by failure of other two engines. First engine restarted at an altitude of 3,000 feet and ran long enough to make a safe landing at Miami 9 minutes later.",1983
166,05/06/1983,"Klyuchi, Russia",Klyuchi,37.0,33.0,The flight tried to land at Klyuchi Air Base in below-minima weather conditions with heavy snowfall at night.,1983
167,06/02/1983,"Tanjung Karang, Indonesia",Tanjung Karang,61.0,3.0,The aircraft failed to gain altitude and overran the runway. Crew did not follow checklist procedures.,1983
168,06/02/1983,"Cincinnati International Airport, Covington/Hebron, Kentucky",Cincinnati International Airport,46.0,23.0,"The plane was on a flight from Houston to Toronto with an intermediate stop at Dallas - Fort Worth.  An in-flight fire in the rear lavatory, of unknown origin, forced the plane to make an emergency landing at Cincinnati International Airport. Fatalities occurred from smoke inhalation and a flash fire that erupted when exit doors were opened. Underestimation of the fire severity and conflicting fire progress reports to the captain delayed a quicker emergency landing. Canadian folk singer Stan Rogers, 33,  killed. He was going home after attending the Kerrville Folk Festival in Texas. He died in the fire while helping other passengers to safety.",1983
169,06/06/1983," Quemoy, Taiwan", Quemoy,47.0,47.0,The domestic flight crashed into the Formosa Strait after the right engine caught fire shortly after taking off.,1983
170,06/08/1983," Cold Bay, Alaska", Cold Bay,15.0,0.0,"After experiencing a strong vibration, the number 4 prop separated and struck the aircraft causing a major gash in the bottom of the aircraft. This resulted in decompression of the cabin and jamming of the flight controls. Using the autopilot, which uses separate cables, the crew was able to maintain level flight, but not turn or adjust the throttles..  As the flight crew kept trying heavy control inputs, they worked the cables loose enough to regain some control. Diverting to Anchorage, they were barely able to descend by stopping a second engine.  On the second attempt they were able to get low enough to land safely. The cause of the prop separation was not determined since it fell into the ocean",1983
171,06/16/1983,"Kauai, Hawaii",Kauai,14.0,14.0,Crashed into a mountain,1983
172,06/21/1983,"Niela, Mali",Niela,7.0,7.0,Crashed under unknown circumstances,1983
173,06/28/1983,"Las Vegas, Nevada",Las Vegas,6.0,6.0,While flying at a low level during the aircraft stalled and crashed.,1983
174,07/01/1983,"Labe, Guinea",Labe,23.0,23.0,Crashed into Fouta Djall Mountain.,1983
175,07/11/1983," Cuenca, Azuay, Ecuador", Cuenca,119.0,119.0,"The jetliner scraped a mountian peak, exploded in flames and slid down a ravine coming to rest at the foot of a mountain. The plane was attempting to land in the Andean city of Cuenca. Under-qualification of pilot.",1983
176,07/16/1983," Scilly Islands, UK", Scilly Islands,26.0,20.0,Crashed into the English Channel.,1983
177,07/23/1983,"Gimli, Manitoba, Canada",Gimli,69.0,0.0,"The aircraft took off from Montreal bound for Edmonton with less than half the fuel required to make the trip. A computer known as the ""Fuel Quantity Information System Processor""  was not working properly so the ground crew made manual calculations for the amount of needed fuel. However, they used pounds/liter for the specific gravity factor instead of kilograms/liter. This was first model of aircraft of Air Canada to use kilograms. The aircraft ran out of fuel at 41,000 feet. With only standby instruments (magnetic compass, artificial horizon, airspeed indicator and altimeter) and no slats or flaps, the plane landed safely on a 7,200 ft. runway at Gimli, a former Air Force base converted into a racing drag strip. The plane became known as the ""Gimli Glider.""  The TV movie Falling from the Sky: Flight 174 was made about this incident in 1995.",1983
178,08/17/1983,"Grand Canyon, Arizona",Grand Canyon,10.0,10.0,Crashed into a cliff in the Grand Canyon on a sightseeing flight.,1983
179,08/30/1983," Alma-Ata, Kazakastan, USSR", Alma-Ata,90.0,90.0,Crashed an burned after striking mountain  while attempting to land. Procedural errors.,1983
180,09/01/1983," Sakhalin Island, Russia", Sakhalin Island,269.0,269.0,"On a flight from Alaska to South Korea, the airliner drifted off course and twice penetrated Soviet airspace.  During the second penetration, the airliner was shot down by a Russian Su-15 Air Force fighter with air-to-air missiles. The aircraft crashed into international waters in the Sea of Japan. U.S. Representative from Georgia Lawrence McDonald killed. Because of an improper navigational setting the plane drifted off course. There was a U.S. spy plane in the vacinity of the 007 flight. The 007 plane was mistaken for the spy plane. The fighter pilot was ordered by Soviet command to shoot down the plane. Two air-to-air missiles were launched by the  fighter and struck the Boeing 747. Cabin pressure was lost and the aircraft suffered control problems, causing the plane to go into a dive and break up, crashing into the ocean.",1983
181,09/02/1983," Smirs, British Columbia, Canada", Smirs,9.0,9.0,"Crashed en route. NY industrialist Georgel Cogar, 51, among those killed.",1983
182,09/14/1983,"Guilin, China",Guilin,106.0,11.0,Collided with a Chinese Air Force aircraft while taxing.,1983
183,09/23/1983," Mina Jebel Ali, UAE", Mina Jebel Ali,112.0,112.0,Crashed  into the desert after a distress message and during an emergency landing attempt. Detonation of an explosive device in the baggage compartment.,1983
